firstName,lastName,email,phoneNumber,dateOfBirth,gender,currentAddress,customerSegment
Jane,Martinez,jane.martinez3852@company.co.id,62868490878,3/17/1974,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Thamrin No. 181""}",Churn Risk
Siti,Hernandez,siti.hernandez8074@test.com,62878696113,1/7/1987,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Pasteur No. 240""}",Student
Budi,Martinez,budi.martinez7123@mail.com,62819035141,2/12/1985,Male,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 239""}",Casual
David,Saputra,david.saputra7550@sample.id,62831468980,8/2/1980,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Darmo No. 12""}",Prospect
Rian,Johnson,rian.johnson1442@corp.id,62822950827,7/12/1979,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Thamrin No. 80""}",Enterprise
Amanda,Kurniawan,amanda.kurniawan1079@test.com,62875073324,3/31/1985,Female,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 267""}",Prospect
Budi,Hernandez,budi.hernandez2785@corp.id,62850342631,12/23/1972,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Braga No. 170""}",VIP
Yuda,Johnson,yuda.johnson6514@mail.com,62884782542,3/4/1968,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Thamrin No. 57""}",Enterprise
Agus,Brown,agus.brown6629@mail.com,62816818129,5/22/1965,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. MH Thamrin No. 50""}",Enterprise
Bayu,Brown,bayu.brown7531@test.com,62817136022,10/1/1978,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Dago No. 291""}",Student
William,Hidayat,william.hidayat9233@test.com,62857823284,6/21/2007,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Darmo No. 169""}",Casual
Rizky,Hernandez,rizky.hernandez6109@sample.id,62864934546,4/30/1997,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. MH Thamrin No. 242""}",VIP
Wulan,Hidayat,wulan.hidayat4104@test.com,62886886157,12/8/1969,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Rasuna Said No. 89""}",Student
Maya,Brown,maya.brown8147@mail.com,62815801833,3/6/1993,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 236""}",Casual
Nisa,Hidayat,nisa.hidayat2849@mail.com,62873650466,12/15/1970,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Pemuda No. 162""}",Churn Risk
Emily,Brown,emily.brown7703@example.com,62863872974,10/15/1993,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Dago No. 277""}",SMB
Ayu,Hernandez,ayu.hernandez1832@example.com,62899337052,1/24/1969,Female,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 182""}",Casual
Ashley,Pratama,ashley.pratama916@company.co.id,62896185201,1/2/1970,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 7""}",Prospect
William,Johnson,william.johnson6633@company.co.id,62876201878,3/15/1966,Male,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 149""}",Professional
Rizky,Santoso,rizky.santoso204@test.com,62896975380,1/1/1995,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Tunjungan No. 106""}",VIP
Budi,Hidayat,budi.hidayat1082@demo.co,62855103876,5/31/1990,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Braga No. 74""}",Enterprise
Ayu,Brown,ayu.brown5846@mail.com,62874594287,9/3/1983,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Braga No. 271""}",Student
Matthew,Wibowo,matthew.wibowo8531@example.com,62839826322,10/22/2006,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Tunjungan No. 186""}",Enterprise
Yuda,Wibowo,yuda.wibowo3109@sample.id,62853111582,12/18/1982,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Darmo No. 88""}",Churn Risk
Bayu,Garcia,bayu.garcia5809@corp.id,62879398641,8/19/1976,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Dago No. 41""}",VIP
Emily,Martinez,emily.martinez3728@company.co.id,62878558714,7/12/1980,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 19""}",Professional
Rina,Siregar,rina.siregar985@mail.com,62828824046,10/24/1995,Female,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 246""}",Enterprise
Lisa,Jones,lisa.jones7867@example.com,62821659987,11/16/1986,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Pasteur No. 68""}",Enterprise
Tika,Saputra,tika.saputra5687@mail.com,62878470507,3/5/1978,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 153""}",Casual
Anthony,Hernandez,anthony.hernandez395@example.com,62830428367,12/2/2004,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Sudirman No. 198""}",Churn Risk
Emily,Garcia,emily.garcia8156@corp.id,62871419421,11/27/1981,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Malioboro No. 90""}",SMB
Emily,Wibowo,emily.wibowo2000@example.com,62820304575,10/1/1973,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Braga No. 49""}",SMB
Budi,Wibowo,budi.wibowo8330@mail.com,62849832302,3/11/2002,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Sudirman No. 247""}",Casual
Amanda,Doe,amanda.doe4535@example.com,62839828637,11/1/1965,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Asia Afrika No. 109""}",Casual
Rian,Smith,rian.smith587@test.com,62897430272,2/6/1970,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Asia Afrika No. 253""}",SMB
Emily,Saputra,emily.saputra7382@demo.co,62894281198,4/20/2002,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 279""}",Churn Risk
Nadia,Hernandez,nadia.hernandez7753@test.com,62826280251,6/4/1969,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Pemuda No. 122""}",SMB
Linda,Smith,linda.smith2888@example.com,62827431151,8/12/1993,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 213""}",Prospect
Amanda,Garcia,amanda.garcia7148@sample.id,62835801326,12/29/1987,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Malioboro No. 37""}",Prospect
Tika,Lestari,tika.lestari6220@mail.com,62844579068,4/7/1977,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 236""}",Prospect
Nisa,Saputra,nisa.saputra6289@example.com,62828906337,6/25/1984,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Sudirman No. 116""}",VIP
Andi,Lestari,andi.lestari1263@demo.co,62815433480,12/5/1983,Male,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 221""}",Casual
Putri,Santoso,putri.santoso5715@corp.id,62848147340,5/3/1991,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Malioboro No. 183""}",Prospect
John,Smith,john.smith4355@corp.id,62851182867,8/2/1982,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Thamrin No. 162""}",Professional
Emily,Wibowo,emily.wibowo5182@test.com,62843284669,4/23/1981,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 191""}",VIP
Dewi,Lestari,dewi.lestari8184@example.com,62883422473,8/19/1986,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Malioboro No. 259""}",VIP
Michael,Smith,michael.smith8747@company.co.id,62853603965,8/28/1965,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Riau No. 122""}",Student
Yuda,Garcia,yuda.garcia2694@company.co.id,62831864152,4/13/1970,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 148""}",Professional
Siti,Garcia,siti.garcia9801@mail.com,62817883159,3/3/1986,Female,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 27""}",SMB
Daniel,Miller,daniel.miller4307@mail.com,62855781466,11/25/1979,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 249""}",Enterprise
Dwi,Lestari,dwi.lestari5899@test.com,62890204744,10/25/1970,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 246""}",SMB
Nisa,Lestari,nisa.lestari9834@corp.id,62817996541,5/26/2007,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Pasteur No. 227""}",Casual
Putri,Garcia,putri.garcia9735@demo.co,62844049163,3/28/1972,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 271""}",Casual
Dewi,Simanjuntak,dewi.simanjuntak5077@company.co.id,62899729565,1/11/1973,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Riau No. 155""}",SMB
Maya,Smith,maya.smith9479@test.com,62892412705,3/3/1994,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Dago No. 124""}",Prospect
Amanda,Miller,amanda.miller471@demo.co,62848082826,8/17/2004,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 179""}",Churn Risk
Siti,Hidayat,siti.hidayat651@test.com,62853617286,8/22/1999,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Sudirman No. 176""}",Churn Risk
Amanda,Simanjuntak,amanda.simanjuntak764@company.co.id,62856255452,11/18/1981,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 166""}",Student
Dewi,Hernandez,dewi.hernandez6871@test.com,62811344290,11/23/1999,Female,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 83""}",Student
John,Doe,john.doe2723@company.co.id,62850923679,10/29/1983,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 12""}",Casual
Dwi,Saputra,dwi.saputra7680@sample.id,62873559017,3/6/2002,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Magelang No. 117""}",VIP
Jessica,Wibowo,jessica.wibowo2728@company.co.id,62890453094,9/28/1989,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Sudirman No. 253""}",Prospect
Arif,Johnson,arif.johnson8883@company.co.id,62896033438,7/27/2005,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Rasuna Said No. 100""}",Professional
Jennifer,Martinez,jennifer.martinez3673@mail.com,62886826630,8/7/1999,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Pasteur No. 222""}",Churn Risk
Putri,Jones,putri.jones6753@demo.co,62818151887,4/14/2004,Female,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 296""}",VIP
Fajar,Brown,fajar.brown5225@sample.id,62890868186,11/9/1989,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Pemuda No. 80""}",Enterprise
Daniel,Simanjuntak,daniel.simanjuntak6510@demo.co,62896156101,9/21/1995,Male,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 181""}",VIP
Jane,Wijaya,jane.wijaya9605@example.com,62875164889,6/14/2007,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Darmo No. 33""}",Prospect
Linda,Brown,linda.brown282@company.co.id,62817381908,8/31/1997,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 109""}",VIP
Bayu,Miller,bayu.miller4610@corp.id,62811318230,7/23/1967,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 23""}",Professional
Daniel,Kurniawan,daniel.kurniawan4773@demo.co,62891685111,10/28/1974,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Kuningan No. 198""}",Professional
James,Saputra,james.saputra4815@corp.id,62874063110,8/15/1994,Male,"{""city"": ""Medan"", ""address"": ""Jl. Pemuda No. 237""}",Casual
Siti,Simanjuntak,siti.simanjuntak5772@example.com,62855711475,11/21/1970,Female,"{""city"": ""Medan"", ""address"": ""Jl. Pemuda No. 49""}",Casual
David,Doe,david.doe6146@example.com,62859012017,3/21/1994,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Magelang No. 288""}",Enterprise
Jennifer,Davis,jennifer.davis271@demo.co,62885551827,6/23/1983,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Braga No. 7""}",Prospect
Andi,Simanjuntak,andi.simanjuntak8911@company.co.id,62877955518,6/2/1997,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Sudirman No. 96""}",SMB
Emily,Brown,emily.brown6693@sample.id,62864165897,7/10/1994,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Magelang No. 87""}",Professional
James,Davis,james.davis6263@test.com,62822744114,7/8/1965,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Riau No. 99""}",Prospect
Siti,Miller,siti.miller7994@mail.com,62879578823,3/6/1980,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Pasteur No. 116""}",Casual
Siti,Brown,siti.brown299@example.com,62834889146,3/15/2006,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Asia Afrika No. 116""}",Professional
Rian,Smith,rian.smith9306@corp.id,62856801745,1/12/1992,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 93""}",Student
Tika,Siregar,tika.siregar8958@sample.id,62841956038,1/30/1976,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 209""}",Casual
Linda,Lestari,linda.lestari2222@demo.co,62857252987,12/19/1995,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Pemuda No. 44""}",SMB
Rian,Hernandez,rian.hernandez1674@test.com,62864717750,9/2/1992,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Riau No. 113""}",Prospect
Patricia,Doe,patricia.doe3070@mail.com,62864368869,2/14/1981,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Tunjungan No. 259""}",Professional
Amanda,Miller,amanda.miller6229@corp.id,62832941435,8/11/1989,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 290""}",Prospect
Yuda,Miller,yuda.miller9923@corp.id,62819007702,7/17/1997,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 78""}",Prospect
Tika,Siregar,tika.siregar8249@company.co.id,62815171281,11/11/1990,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 281""}",SMB
Dewi,Smith,dewi.smith1063@sample.id,62885205337,8/22/2006,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Pemuda No. 119""}",Prospect
Andi,Martinez,andi.martinez3234@corp.id,62886908920,8/15/2003,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Darmo No. 70""}",Casual
Siti,Hidayat,siti.hidayat1183@mail.com,62814267630,7/11/1993,Female,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 258""}",VIP
Jessica,Siregar,jessica.siregar7162@sample.id,62869655658,12/30/1975,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Riau No. 48""}",Professional
Jennifer,Davis,jennifer.davis1606@test.com,62848425307,8/10/1990,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Magelang No. 138""}",VIP
David,Pratama,david.pratama307@mail.com,62817069099,5/21/2002,Male,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 163""}",Prospect
Rian,Johnson,rian.johnson1246@example.com,62870888576,11/29/1976,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 13""}",VIP
Agus,Siregar,agus.siregar6512@demo.co,62811310193,1/19/1984,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Sudirman No. 12""}",Enterprise
Putri,Siregar,putri.siregar7420@corp.id,62877073303,2/9/1972,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Dago No. 163""}",VIP
James,Johnson,james.johnson9776@corp.id,62811629562,5/19/1971,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 255""}",VIP
Arif,Jones,arif.jones8316@demo.co,62865544168,4/15/1969,Male,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 165""}",VIP
Maya,Santoso,maya.santoso7548@company.co.id,62863054497,12/29/1982,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Pasteur No. 45""}",SMB
Sarah,Doe,sarah.doe1238@mail.com,62891428022,12/8/1982,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Dago No. 27""}",Enterprise
Rina,Siregar,rina.siregar3081@company.co.id,62858258550,7/13/1999,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 210""}",Professional
Putri,Hidayat,putri.hidayat2722@example.com,62870764562,8/10/1973,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Thamrin No. 102""}",Professional
Ashley,Simanjuntak,ashley.simanjuntak8103@example.com,62856948037,11/7/1984,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 118""}",SMB
Amanda,Wibowo,amanda.wibowo4774@corp.id,62899209458,10/21/1995,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Pasteur No. 181""}",Professional
Jennifer,Brown,jennifer.brown2987@example.com,62893364783,7/29/1999,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Sudirman No. 275""}",Casual
Putri,Garcia,putri.garcia2129@corp.id,62815412908,10/3/2004,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Kuningan No. 202""}",Student
Maya,Johnson,maya.johnson8670@example.com,62817211654,8/7/1998,Female,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 32""}",SMB
Arif,Smith,arif.smith1322@sample.id,62870317345,5/7/2003,Male,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 274""}",Prospect
Michael,Wijaya,michael.wijaya5977@example.com,62828611955,9/13/2002,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Tunjungan No. 97""}",Churn Risk
James,Smith,james.smith9428@test.com,62811263392,4/16/1965,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 282""}",Prospect
Fajar,Davis,fajar.davis5124@test.com,62873774346,9/2/1972,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 56""}",Prospect
Budi,Kurniawan,budi.kurniawan518@example.com,62835937514,4/15/1989,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 257""}",VIP
Yuda,Pratama,yuda.pratama206@test.com,62832746054,11/19/1996,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Dago No. 135""}",Student
Christopher,Miller,christopher.miller1148@test.com,62853670801,2/18/1985,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 195""}",SMB
Fajar,Santoso,fajar.santoso1351@test.com,62855720803,11/20/1987,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 54""}",Casual
Ashley,Wijaya,ashley.wijaya9609@test.com,62896286155,1/31/1980,Female,"{""city"": ""Medan"", ""address"": ""Jl. Pemuda No. 282""}",Enterprise
Siti,Wijaya,siti.wijaya1432@sample.id,62811321178,7/18/1995,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 262""}",SMB
Siti,Smith,siti.smith7981@sample.id,62821167495,1/23/1999,Female,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 165""}",Professional
Maya,Pratama,maya.pratama3061@corp.id,62818544731,12/11/1996,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Darmo No. 13""}",Casual
Ashley,Jones,ashley.jones8094@demo.co,62857267627,6/3/1977,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Dago No. 230""}",Enterprise
Patricia,Hidayat,patricia.hidayat4099@corp.id,62818707960,10/13/1969,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Sudirman No. 64""}",Churn Risk
Michael,Wijaya,michael.wijaya8311@sample.id,62847084619,8/21/1996,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 241""}",Professional
Patricia,Hidayat,patricia.hidayat6353@test.com,62890921186,2/10/1993,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Braga No. 64""}",VIP
Michael,Siregar,michael.siregar5550@corp.id,62839194805,1/18/2005,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 211""}",VIP
Christopher,Jones,christopher.jones3841@company.co.id,62848298849,9/26/1980,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Dago No. 242""}",Prospect
Sarah,Martinez,sarah.martinez6930@company.co.id,62895723329,11/27/1991,Female,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 294""}",Prospect
Robert,Wijaya,robert.wijaya543@test.com,62878918986,3/4/1966,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Asia Afrika No. 258""}",Enterprise
Christopher,Wibowo,christopher.wibowo636@test.com,62839695608,4/22/1973,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Magelang No. 282""}",SMB
Ayu,Siregar,ayu.siregar5993@mail.com,62846865116,8/22/1999,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 296""}",Churn Risk
Daniel,Doe,daniel.doe8286@example.com,62869370778,2/28/1977,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 183""}",SMB
Putri,Pratama,putri.pratama1677@demo.co,62843390618,4/15/1966,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. MH Thamrin No. 97""}",Churn Risk
Jane,Saputra,jane.saputra198@demo.co,62864012430,12/26/1996,Female,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 103""}",Casual
Arif,Martinez,arif.martinez4921@mail.com,62829447105,7/22/1991,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Magelang No. 251""}",Enterprise
Nisa,Saputra,nisa.saputra4325@company.co.id,62843074129,6/12/1968,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Pasteur No. 63""}",Prospect
Rian,Hidayat,rian.hidayat1350@company.co.id,62896518253,11/16/2003,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Riau No. 1""}",Professional
Yuda,Hidayat,yuda.hidayat2664@test.com,62828053168,9/7/1985,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 75""}",Enterprise
Agus,Johnson,agus.johnson4993@demo.co,62828770137,7/5/1992,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Pemuda No. 206""}",Churn Risk
Lisa,Davis,lisa.davis3949@example.com,62856961964,12/17/1969,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Riau No. 296""}",Enterprise
Emily,Johnson,emily.johnson7905@sample.id,62820240231,5/21/1967,Female,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 135""}",Student
John,Kurniawan,john.kurniawan5375@sample.id,62876349619,8/30/1982,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 285""}",Professional
Nadia,Johnson,nadia.johnson3559@corp.id,62837192622,12/2/1982,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 1""}",Casual
Jane,Garcia,jane.garcia2764@mail.com,62849041225,5/4/1991,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 103""}",Enterprise
Dwi,Miller,dwi.miller7730@demo.co,62847680930,2/28/2000,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 224""}",Churn Risk
Dewi,Smith,dewi.smith5870@sample.id,62812896917,2/9/1973,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 43""}",Churn Risk
Dewi,Santoso,dewi.santoso5462@corp.id,62896426686,1/23/1989,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 104""}",SMB
Andi,Hidayat,andi.hidayat358@mail.com,62840202279,4/29/1980,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 269""}",Churn Risk
David,Smith,david.smith8523@demo.co,62824705115,3/2/1968,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Pemuda No. 41""}",Prospect
Fajar,Garcia,fajar.garcia4339@sample.id,62853624820,4/12/1977,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Riau No. 48""}",Enterprise
Jessica,Doe,jessica.doe7256@example.com,62829480102,5/24/2000,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Pemuda No. 16""}",Professional
Sarah,Martinez,sarah.martinez5386@corp.id,62882557860,12/31/1985,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Malioboro No. 206""}",Prospect
Siti,Kurniawan,siti.kurniawan1984@corp.id,62835216775,8/25/1985,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. MH Thamrin No. 86""}",Enterprise
James,Garcia,james.garcia2043@test.com,62840377653,12/17/1990,Male,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 35""}",SMB
Rizky,Pratama,rizky.pratama277@company.co.id,62826492580,4/23/1994,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Tunjungan No. 250""}",Churn Risk
Nadia,Doe,nadia.doe774@mail.com,62845897815,1/31/1974,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 226""}",VIP
Linda,Brown,linda.brown4537@demo.co,62851907658,4/20/1968,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 242""}",Prospect
David,Doe,david.doe389@demo.co,62899129114,9/28/1991,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Magelang No. 251""}",Casual
Putri,Hernandez,putri.hernandez4516@sample.id,62893378620,8/18/1998,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Dago No. 269""}",Casual
Rian,Jones,rian.jones4103@example.com,62874055115,8/14/1979,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Darmo No. 140""}",SMB
William,Johnson,william.johnson7112@corp.id,62845310344,6/19/1995,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 206""}",Student
Maya,Saputra,maya.saputra4191@example.com,62891731753,6/11/1994,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Rasuna Said No. 260""}",Prospect
James,Martinez,james.martinez3482@test.com,62845249456,7/27/1975,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Tunjungan No. 265""}",Churn Risk
Daniel,Siregar,daniel.siregar9443@demo.co,62888256045,4/4/1992,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Magelang No. 22""}",Casual
Rian,Hidayat,rian.hidayat2425@company.co.id,62826237653,9/1/1978,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 264""}",VIP
Andi,Hidayat,andi.hidayat3230@mail.com,62820582018,3/21/1979,Male,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 280""}",Enterprise
Linda,Santoso,linda.santoso7674@test.com,62812775053,1/1/1968,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Sudirman No. 265""}",VIP
Sarah,Davis,sarah.davis8031@example.com,62852239324,8/20/1989,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Riau No. 159""}",Professional
Michael,Johnson,michael.johnson1102@company.co.id,62817029328,6/19/1970,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. MH Thamrin No. 276""}",Casual
Wulan,Lestari,wulan.lestari8635@example.com,62883335748,1/9/1999,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Darmo No. 288""}",VIP
Bayu,Pratama,bayu.pratama9599@corp.id,62876549361,1/27/1978,Male,"{""city"": ""Medan"", ""address"": ""Jl. Pemuda No. 112""}",Prospect
